date, Inflation Rate (%), Annual Change, 
2014-12-31,1.6222,0.16
2015-12-31,0.1186,-1.5
2016-12-31,1.2616,1.14
2017-12-31,2.1301,0.87
2018-12-31,2.4426,0.31
